sample_id,R_score,I_score,A_score,S_score,E_score,C_score,R_norm,I_norm,A_norm,S_norm,E_norm,C_norm,r_CNTT,r_ATTT,r_MKT,r_TMDT,r_TTDPT,r_KETOAN,r_best,r_second,confidence,fit_quality,assigned_major,age,gender,education
27279,17.0,6.0,6.0,17.0,16.0,16.0,0.53125,0.1875,0.1875,0.53125,0.5,0.5,-0.28831172,0.04529463,0.22731176,0.54900026,-0.5767153,0.21653762,0.54900026,0.22731176,0.3216885,Good Fit,TMDT,15,2,1
22590,4.0,5.0,5.0,9.0,14.0,19.0,0.125,0.15625,0.15625,0.28125,0.4375,0.59375,0.11817039,0.41414675,0.77257156,0.9306712,-0.3847505,0.87520313,0.9306712,0.87520313,0.05546808,Best Fit,TMDT,18,2,2
10269,20.0,25.0,18.0,27.0,18.0,23.0,0.625,0.78125,0.5625,0.84375,0.5625,0.71875,0.3436275,0.3575731,-0.22417441,-0.25981516,-0.60426605,0.22419016,0.3575731,0.3436275,0.013945581,Good Fit,ATTT,18,2,2
4458,17.0,17.0,4.0,0.0,9.0,19.0,0.53125,0.53125,0.125,0.0,0.28125,0.59375,0.84425396,0.8761673,-0.014212132,0.27641246,-0.2066109,0.51842463,0.8761673,0.84425396,0.031913318,Best Fit,ATTT,16,1,1
24649,18.0,15.0,23.0,18.0,18.0,20.0,0.5625,0.46875,0.71875,0.5625,0.5625,0.625,-0.3702377,-0.46822867,-0.034660794,0.12035859,0.7992914,-0.12939891,0.7992914,0.12035859,0.6789328,Best Fit,TTDPT,22,2,2
26013,0.0,14.0,30.0,10.0,10.0,0.0,0.0,0.4375,0.9375,0.3125,0.3125,0.0,-0.33438817,-0.60460305,-0.089064576,-0.48159143,0.7026648,-0.4698918,0.7026648,-0.089064576,0.7917294,Great Fit,TTDPT,13,2,1
29574,2.0,0.0,0.0,14.0,15.0,19.0,0.0625,0.0,0.0,0.4375,0.46875,0.59375,-0.12784256,0.21406431,0.68845934,0.8279838,-0.55207014,0.6944107,0.8279838,0.6944107,0.13357311,Best Fit,TMDT,37,2,2
7478,3.0,2.0,29.0,2.0,8.0,9.0,0.09375,0.0625,0.90625,0.0625,0.25,0.28125,-0.28297374,-0.48302454,-0.0051942593,-0.066720285,0.92441344,-0.22433442,0.92441344,-0.0051942593,0.9296077,Best Fit,TTDPT,18,2,2
13740,5.0,18.0,1.0,22.0,12.0,20.0,0.15625,0.5625,0.03125,0.6875,0.375,0.625,0.3317591,0.5188666,0.31813827,0.27060345,-0.8122828,0.6312128,0.6312128,0.5188666,0.11234622,Great Fit,KETOAN,31,1,4
25815,6.0,9.0,19.0,10.0,13.0,8.0,0.1875,0.28125,0.59375,0.3125,0.40625,0.25,-0.5177343,-0.6745081,0.1936419,-0.12194434,0.71739507,-0.31922823,0.71739507,0.1936419,0.52375317,Great Fit,TTDPT,24,2,3
29184,6.0,3.0,4.0,16.0,9.0,21.0,0.1875,0.09375,0.125,0.5,0.28125,0.65625,0.049454678,0.30162415,0.346942,0.6260538,-0.43912676,0.66058725,0.66058725,0.6260538,0.03453348,Great Fit,KETOAN,24,2,3
5939,4.0,4.0,30.0,16.0,7.0,0.0,0.125,0.125,0.9375,0.5,0.21875,0.0,-0.62128156,-0.84490496,-0.24936981,-0.47886866,0.7320623,-0.6346396,0.7320623,-0.24936981,0.9814321,Best Fit,TTDPT,14,2,1
6142,9.0,10.0,4.0,10.0,10.0,8.0,0.28125,0.3125,0.125,0.3125,0.3125,0.25,0.13227704,0.37855563,0.2530636,0.18518263,-0.963167,0.25097892,0.37855563,0.2530636,0.12549202,Good Fit,ATTT,19,1,2
25777,3.0,22.0,4.0,9.0,20.0,24.0,0.09375,0.6875,0.125,0.28125,0.625,0.75,0.5671731,0.74233973,0.70493716,0.6047117,-0.5472018,0.8935121,0.8935121,0.74233973,0.15117234,Best Fit,KETOAN,21,2,2
27222,13.0,16.0,4.0,17.0,12.0,28.0,0.40625,0.5,0.125,0.53125,0.375,0.875,0.5922718,0.79866135,0.23995212,0.5239468,-0.64445436,0.83458996,0.83458996,0.79866135,0.035928614,Best Fit,KETOAN,38,2,4
3156,11.0,25.0,12.0,11.0,15.0,16.0,0.34375,0.78125,0.375,0.34375,0.46875,0.5,0.7429144,0.6740378,0.19868161,-0.047616236,-0.2931058,0.44381243,0.7429144,0.6740378,0.0688766,Best Fit,CNTT,24,1,3
11427,9.0,14.0,19.0,12.0,10.0,16.0,0.28125,0.4375,0.59375,0.375,0.3125,0.5,0.22912309,-0.009496741,-0.07790914,-0.1380816,0.6669523,0.15397286,0.6669523,0.22912309,0.43782923,Great Fit,TTDPT,19,2,3
7455,7.0,21.0,22.0,20.0,23.0,23.0,0.21875,0.65625,0.6875,0.625,0.71875,0.71875,0.009479253,0.049256552,0.6809998,0.36640507,0.001170892,0.5251948,0.6809998,0.5251948,0.15580499,Great Fit,MKT,36,2,2
16923,8.0,16.0,9.0,14.0,17.0,16.0,0.25,0.5,0.28125,0.4375,0.53125,0.5,0.263942,0.49005958,0.78514856,0.5658864,-0.68368673,0.76308244,0.78514856,0.76308244,0.022066096,Best Fit,MKT,16,2,2
27951,5.0,24.0,12.0,17.0,10.0,25.0,0.15625,0.75,0.375,0.53125,0.3125,0.78125,0.6793699,0.6627882,0.19150458,0.12712419,-0.30430672,0.7088788,0.7088788,0.6793699,0.029508911,Great Fit,KETOAN,20,2,3
5391,17.0,18.0,9.0,11.0,11.0,14.0,0.53125,0.5625,0.28125,0.34375,0.34375,0.4375,0.77339786,0.74205977,-0.34918138,-0.18534794,-0.40651923,0.16932073,0.77339786,0.74205977,0.031338066,Best Fit,CNTT,17,1,1
19767,9.0,17.0,20.0,12.0,7.0,9.0,0.28125,0.53125,0.625,0.375,0.21875,0.28125,0.10470996,-0.2637907,-0.4657505,-0.7366155,0.64580894,-0.41185972,0.64580894,0.10470996,0.54109895,Great Fit,TTDPT,30,2,3
379,6.0,26.0,15.0,14.0,5.0,15.0,0.1875,0.8125,0.46875,0.4375,0.15625,0.46875,0.6348065,0.40673044,-0.23398767,-0.45106012,0.012185164,0.19282377,0.6348065,0.40673044,0.22807607,Great Fit,CNTT,44,2,4
13606,19.0,24.0,7.0,6.0,3.0,12.0,0.59375,0.75,0.21875,0.1875,0.09375,0.375,0.80204,0.6347096,-0.5480694,-0.43816775,-0.123474754,0.010316959,0.80204,0.6347096,0.16733038,Best Fit,CNTT,16,2,1
27484,5.0,7.0,27.0,8.0,8.0,10.0,0.15625,0.21875,0.84375,0.25,0.25,0.3125,-0.2760646,-0.5180706,-0.10743768,-0.22106665,0.91039103,-0.28508842,0.91039103,-0.10743768,1.0178287,Best Fit,TTDPT,17,1,1
7962,7.0,22.0,17.0,0.0,2.0,12.0,0.21875,0.6875,0.53125,0.0,0.0625,0.375,0.69707566,0.3973029,-0.28741798,-0.37636685,0.45771885,0.09088338,0.69707566,0.45771885,0.2393568,Great Fit,CNTT,16,1,1
19996,18.0,20.0,19.0,20.0,18.0,26.0,0.5625,0.625,0.59375,0.625,0.5625,0.8125,0.5962626,0.6742975,0.20032571,0.47596198,-0.16900317,0.83141553,0.83141553,0.6742975,0.15711802,Best Fit,KETOAN,18,3,2
3328,22.0,20.0,27.0,21.0,17.0,20.0,0.6875,0.625,0.84375,0.65625,0.53125,0.625,-0.15612672,-0.48212108,-0.67522025,-0.6157349,0.88501304,-0.58375263,0.88501304,-0.15612672,1.0411398,Best Fit,TTDPT,20,1,2
23671,5.0,2.0,7.0,17.0,17.0,12.0,0.15625,0.0625,0.21875,0.53125,0.53125,0.375,-0.6130786,-0.30864865,0.6440905,0.6029424,-0.39303795,0.2622561,0.6440905,0.6029424,0.041148074,Great Fit,MKT,15,2,1
25743,16.0,10.0,15.0,23.0,24.0,19.0,0.5,0.3125,0.46875,0.71875,0.75,0.59375,-0.6699257,-0.34826073,0.57591,0.613278,-0.37267813,0.16881327,0.613278,0.57591,0.03736798,Great Fit,TMDT,25,1,3
28929,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.6481658,0.48588848,-0.13549493,-0.42256913,-0.22247076,0.09626401,0.6481658,0.48588848,0.16227736,Great Fit,CNTT,15,2,2
10727,5.0,14.0,8.0,11.0,17.0,11.0,0.15625,0.4375,0.25,0.34375,0.53125,0.34375,0.014998746,0.20088431,0.8420223,0.45744452,-0.5156512,0.5040063,0.8420223,0.5040063,0.33801594,Best Fit,MKT,20,2,3
1307,2.0,12.0,0.0,17.0,1.0,12.0,0.0625,0.375,0.0,0.53125,0.03125,0.375,0.34577525,0.4050317,-0.06516458,-0.07659708,-0.6177598,0.3909863,0.4050317,0.3909863,0.01404544,Good Fit,ATTT,18,2,1
2777,15.0,22.0,8.0,10.0,15.0,24.0,0.46875,0.6875,0.25,0.3125,0.46875,0.75,0.8869849,0.98974735,0.26282087,0.42549643,-0.47713304,0.8089316,0.98974735,0.8869849,0.102762476,Best Fit,ATTT,20,1,2
20272,13.0,21.0,18.0,14.0,20.0,19.0,0.40625,0.65625,0.5625,0.4375,0.625,0.59375,0.41776544,0.40826014,0.63026816,0.33636317,0.0039996225,0.56530905,0.63026816,0.56530905,0.06495913,Great Fit,MKT,17,2,2
4193,5.0,12.0,8.0,13.0,14.0,15.0,0.15625,0.375,0.25,0.40625,0.4375,0.46875,0.14899682,0.3769994,0.7790728,0.6216992,-0.56809396,0.7932445,0.7932445,0.7790728,0.01417165,Best Fit,KETOAN,37,2,4
29460,12.0,22.0,14.0,11.0,16.0,17.0,0.375,0.6875,0.4375,0.34375,0.5,0.53125,0.74311656,0.6817831,0.31247476,0.098452695,-0.16327251,0.5306686,0.74311656,0.6817831,0.061333466,Best Fit,CNTT,17,1,2
25422,26.0,5.0,7.0,11.0,16.0,25.0,0.8125,0.15625,0.21875,0.34375,0.5,0.78125,0.13105443,0.3558392,0.0546149,0.5780803,-0.2244465,0.33546588,0.5780803,0.3558392,0.22224113,Good Fit,TMDT,26,1,2
10049,0.0,4.0,2.0,19.0,17.0,27.0,0.0,0.125,0.0625,0.59375,0.53125,0.84375,0.015082809,0.30871633,0.66034037,0.76523364,-0.5237801,0.77900064,0.77900064,0.76523364,0.013766971,Best Fit,KETOAN,41,2,4
17841,3.0,7.0,1.0,4.0,11.0,5.0,0.09375,0.21875,0.03125,0.125,0.34375,0.15625,0.03815908,0.3009015,0.81444967,0.57192975,-0.649325,0.47547823,0.81444967,0.57192975,0.24251992,Best Fit,MKT,15,2,1
1482,11.0,32.0,18.0,6.0,8.0,18.0,0.34375,1.0,0.5625,0.1875,0.25,0.5625,0.80731785,0.5685955,-0.18182907,-0.3175938,0.16730964,0.233185,0.80731785,0.5685955,0.23872235,Best Fit,CNTT,34,2,2
25591,4.0,8.0,7.0,18.0,16.0,18.0,0.125,0.25,0.21875,0.5625,0.5,0.5625,-0.15908043,0.12678397,0.6891917,0.66201156,-0.54685926,0.6437711,0.6891917,0.66201156,0.027180148,Great Fit,MKT,18,2,2
24033,2.0,12.0,20.0,26.0,30.0,19.0,0.0625,0.375,0.625,0.8125,0.9375,0.59375,-0.531277,-0.35423365,0.7546629,0.45855948,-0.15328132,0.26632684,0.7546629,0.45855948,0.2961034,Best Fit,MKT,37,2,3
20689,5.0,24.0,0.0,25.0,2.0,13.0,0.15625,0.75,0.0,0.78125,0.0625,0.40625,0.3855513,0.38606656,-0.17213611,-0.29038048,-0.62809163,0.22229809,0.38606656,0.3855513,0.0005152504,Good Fit,ATTT,18,2,2
4548,0.0,1.0,17.0,8.0,4.0,0.0,0.0,0.03125,0.53125,0.25,0.125,0.0,-0.6131673,-0.81504273,-0.13323393,-0.37272137,0.731314,-0.53389347,0.731314,-0.13323393,0.86454797,Best Fit,TTDPT,15,2,2
16559,11.0,2.0,11.0,10.0,9.0,17.0,0.34375,0.0625,0.34375,0.3125,0.28125,0.53125,-0.10899364,0.031501573,0.12212381,0.5711833,0.18517618,0.34975716,0.5711833,0.34975716,0.22142614,Good Fit,TMDT,18,2,2
18596,13.0,7.0,10.0,16.0,16.0,15.0,0.40625,0.21875,0.3125,0.5,0.5,0.46875,-0.50982803,-0.17140251,0.4601319,0.66581243,-0.4167121,0.2567959,0.66581243,0.4601319,0.20568055,Great Fit,TMDT,26,1,3
16945,8.0,4.0,4.0,18.0,12.0,20.0,0.25,0.125,0.125,0.5625,0.375,0.625,-0.0714808,0.22585109,0.39635095,0.64052296,-0.5519062,0.5953066,0.64052296,0.5953066,0.045216434,Great Fit,TMDT,21,1,3
23529,10.0,0.0,7.0,19.0,26.0,22.0,0.3125,0.0,0.21875,0.59375,0.8125,0.6875,-0.41911477,-0.06311712,0.7115885,0.8409472,-0.40333924,0.45992857,0.8409472,0.7115885,0.12935868,Best Fit,TMDT,16,2,2
26953,19.0,17.0,1.0,12.0,13.0,17.0,0.59375,0.53125,0.03125,0.375,0.40625,0.53125,0.5613899,0.7510204,0.010286444,0.25565314,-0.7652922,0.424604,0.7510204,0.5613899,0.18963046,Best Fit,ATTT,16,1,2
10632,21.0,27.0,13.0,19.0,15.0,17.0,0.65625,0.84375,0.40625,0.59375,0.46875,0.53125,0.6361437,0.5597348,-0.3840712,-0.4434767,-0.5044764,0.02063961,0.6361437,0.5597348,0.0764089,Great Fit,CNTT,25,2,2
5681,24.0,18.0,4.0,13.0,12.0,19.0,0.75,0.5625,0.125,0.40625,0.375,0.59375,0.57894975,0.69973123,-0.23593408,0.113353476,-0.5747255,0.2746051,0.69973123,0.57894975,0.12078151,Great Fit,ATTT,13,1,0
16317,2.0,11.0,24.0,2.0,3.0,4.0,0.0625,0.34375,0.75,0.0625,0.09375,0.125,-0.014283948,-0.34482342,-0.2407177,-0.45778263,0.870703,-0.33765665,0.870703,-0.014283948,0.88498694,Best Fit,TTDPT,14,1,1
24258,10.0,16.0,6.0,11.0,11.0,18.0,0.3125,0.5,0.1875,0.34375,0.34375,0.5625,0.80229646,0.94211596,0.29294655,0.41730282,-0.63916266,0.8585434,0.94211596,0.8585434,0.08357256,Best Fit,ATTT,18,1,0
28420,0.0,1.0,14.0,3.0,6.0,2.0,0.0,0.03125,0.4375,0.09375,0.1875,0.0625,-0.5198137,-0.68191504,0.12267653,-0.09847303,0.804415,-0.3320191,0.804415,0.12267653,0.6817385,Best Fit,TTDPT,13,2,1
4093,2.0,8.0,28.0,11.0,6.0,0.0,0.0625,0.25,0.875,0.34375,0.1875,0.0,-0.44768283,-0.7225324,-0.23309848,-0.5249378,0.7814649,-0.5756163,0.7814649,-0.23309848,1.0145634,Best Fit,TTDPT,19,2,2
5171,4.0,12.0,15.0,5.0,8.0,18.0,0.125,0.375,0.46875,0.15625,0.25,0.5625,0.5170969,0.4108503,0.24882749,0.28679574,0.40649727,0.59211713,0.59211713,0.5170969,0.07502023,Good Fit,KETOAN,25,1,2
27942,11.0,20.0,2.0,15.0,6.0,18.0,0.34375,0.625,0.0625,0.46875,0.1875,0.5625,0.741192,0.79700327,-0.104178965,-0.0034318033,-0.6803971,0.5341628,0.79700327,0.741192,0.055811267,Best Fit,ATTT,18,2,1
14716,29.0,21.0,16.0,19.0,19.0,26.0,0.90625,0.65625,0.5,0.59375,0.59375,0.8125,0.511252,0.6174986,-0.2800339,0.21125801,-0.31538624,0.2604788,0.6174986,0.511252,0.1062466,Great Fit,ATTT,22,1,3
24059,4.0,13.0,12.0,13.0,22.0,4.0,0.125,0.40625,0.375,0.40625,0.6875,0.125,-0.5199915,-0.42903593,0.6246032,0.11795608,-0.15685333,-0.10894264,0.6246032,0.11795608,0.50664717,Great Fit,MKT,18,2,2
26449,12.0,2.0,26.0,14.0,4.0,1.0,0.375,0.0625,0.8125,0.4375,0.125,0.03125,-0.6020962,-0.838312,-0.51574355,-0.56410384,0.78146404,-0.7838477,0.78146404,-0.51574355,1.2972076,Best Fit,TTDPT,30,2,3
13301,19.0,26.0,6.0,15.0,14.0,22.0,0.59375,0.8125,0.1875,0.46875,0.4375,0.6875,0.8269656,0.9028569,-0.027246606,0.09361197,-0.6712915,0.5346791,0.9028569,0.8269656,0.0758913,Best Fit,ATTT,16,1,1
25627,14.0,19.0,20.0,13.0,14.0,20.0,0.4375,0.59375,0.625,0.40625,0.4375,0.625,0.62167895,0.404459,-0.030859964,-0.0135674365,0.52517205,0.3798299,0.62167895,0.52517205,0.09650691,Great Fit,CNTT,25,1,4
28762,5.0,6.0,18.0,13.0,18.0,18.0,0.15625,0.1875,0.5625,0.40625,0.5625,0.5625,-0.3793016,-0.26201308,0.66214484,0.61370915,0.27236116,0.37489352,0.66214484,0.61370915,0.048435673,Great Fit,MKT,22,1,3
8001,12.0,17.0,21.0,11.0,11.0,10.0,0.375,0.53125,0.65625,0.34375,0.34375,0.3125,0.026960352,-0.33582217,-0.3823052,-0.65165186,0.78440136,-0.48758364,0.78440136,0.026960352,0.757441,Best Fit,TTDPT,14,1,2
26197,14.0,10.0,6.0,11.0,12.0,16.0,0.4375,0.3125,0.1875,0.34375,0.375,0.5,0.37615812,0.6600841,0.2194556,0.6364525,-0.62907743,0.6218166,0.6600841,0.6364525,0.02363163,Great Fit,ATTT,15,1,1
4970,5.0,4.0,12.0,2.0,8.0,22.0,0.15625,0.125,0.375,0.0625,0.25,0.6875,0.3542916,0.40735012,0.34812412,0.6405622,0.28995264,0.6869449,0.6869449,0.6405622,0.046382714,Great Fit,KETOAN,20,2,2
14649,0.0,3.0,1.0,12.0,14.0,8.0,0.0,0.09375,0.03125,0.375,0.4375,0.25,-0.39106032,-0.06859906,0.7864628,0.6250077,-0.6261687,0.43438902,0.7864628,0.6250077,0.16145507,Best Fit,MKT,24,2,3
20151,14.0,11.0,31.0,11.0,21.0,6.0,0.4375,0.34375,0.96875,0.34375,0.65625,0.1875,-0.5988065,-0.76689386,0.011785256,-0.22814713,0.78238434,-0.58863133,0.78238434,0.011785256,0.77059907,Best Fit,TTDPT,21,1,3
18446,24.0,13.0,24.0,20.0,24.0,28.0,0.75,0.40625,0.75,0.625,0.75,0.875,-0.25113612,-0.09179354,0.2575979,0.65227264,0.27770436,0.25497636,0.65227264,0.27770436,0.3745683,Great Fit,TMDT,49,2,4
4358,17.0,21.0,8.0,14.0,8.0,23.0,0.53125,0.65625,0.25,0.4375,0.25,0.71875,0.8897769,0.89822394,-0.23198836,0.047084745,-0.42883518,0.56008625,0.89822394,0.8897769,0.00844709,Best Fit,ATTT,23,2,3
26503,14.0,16.0,5.0,11.0,6.0,26.0,0.4375,0.5,0.15625,0.34375,0.1875,0.8125,0.8153308,0.89385086,-0.042762868,0.3222414,-0.38428947,0.7324827,0.89385086,0.8153308,0.07852004,Best Fit,ATTT,29,2,3
13169,25.0,8.0,1.0,18.0,18.0,30.0,0.78125,0.25,0.03125,0.5625,0.5625,0.9375,0.20200306,0.49885026,0.18411301,0.630151,-0.5813417,0.5281785,0.630151,0.5281785,0.10197243,Great Fit,TMDT,20,1,2
5580,12.0,15.0,12.0,9.0,8.0,11.0,0.375,0.46875,0.375,0.28125,0.25,0.34375,0.74291503,0.44085434,-0.5803757,-0.588475,0.27495378,-0.090320855,0.74291503,0.44085434,0.3020607,Best Fit,CNTT,17,1,2
4511,15.0,17.0,11.0,14.0,10.0,22.0,0.46875,0.53125,0.34375,0.4375,0.3125,0.6875,0.8366319,0.8696873,-0.11951039,0.22109017,-0.32030746,0.6890737,0.8696873,0.8366319,0.033055414,Best Fit,ATTT,20,1,2
24259,8.0,2.0,0.0,1.0,4.0,10.0,0.25,0.0625,0.0,0.03125,0.125,0.3125,0.46410793,0.66035074,0.110892,0.6104041,-0.2837472,0.5703558,0.66035074,0.6104041,0.049946673,Great Fit,ATTT,27,2,2
3116,14.0,30.0,27.0,13.0,3.0,23.0,0.4375,0.9375,0.84375,0.40625,0.09375,0.71875,0.66211444,0.3456244,-0.46830064,-0.4796493,0.44503102,0.07097423,0.66211444,0.44503102,0.21708347,Great Fit,CNTT,18,1,2
27625,20.0,20.0,14.0,9.0,11.0,21.0,0.625,0.625,0.4375,0.28125,0.34375,0.65625,0.8891292,0.78946054,-0.31425127,0.0077257394,0.06086726,0.3548275,0.8891292,0.78946054,0.099668644,Best Fit,CNTT,19,2,3
17130,20.0,11.0,8.0,12.0,18.0,26.0,0.625,0.34375,0.25,0.375,0.5625,0.8125,0.33980516,0.6120043,0.3294614,0.7762752,-0.40075433,0.6741487,0.7762752,0.6741487,0.10212651,Best Fit,TMDT,18,1,3
24378,7.0,19.0,10.0,2.0,0.0,17.0,0.21875,0.59375,0.3125,0.0625,0.0,0.53125,0.9267614,0.73611623,-0.2371505,-0.13868895,0.14585799,0.4363845,0.9267614,0.73611623,0.19064517,Best Fit,CNTT,27,2,2
7654,9.0,15.0,14.0,18.0,23.0,21.0,0.28125,0.46875,0.4375,0.5625,0.71875,0.65625,-0.11406622,0.15537463,0.92952335,0.77541995,-0.4174765,0.7071351,0.92952335,0.77541995,0.15410341,Best Fit,MKT,18,2,1
11709,7.0,18.0,9.0,13.0,12.0,21.0,0.21875,0.5625,0.28125,0.40625,0.375,0.65625,0.6999806,0.7884998,0.40195727,0.40239006,-0.45207107,0.886287,0.886287,0.7884998,0.097787164,Best Fit,KETOAN,31,2,4
21764,21.0,18.0,7.0,20.0,21.0,18.0,0.65625,0.5625,0.21875,0.625,0.65625,0.5625,0.09280394,0.3920285,0.23598006,0.34973925,-0.9184012,0.28322342,0.3920285,0.34973925,0.04228924,Good Fit,ATTT,15,1,1
157,11.0,15.0,16.0,19.0,19.0,19.0,0.34375,0.46875,0.5,0.59375,0.59375,0.59375,-0.22686207,-0.025147785,0.7517645,0.5784709,-0.2919161,0.5680799,0.7517645,0.5784709,0.17329356,Best Fit,MKT,20,1,2
25832,17.0,9.0,12.0,8.0,18.0,18.0,0.53125,0.28125,0.375,0.25,0.5625,0.5625,0.047369186,0.2619642,0.42587423,0.76898,0.008344787,0.39796788,0.76898,0.42587423,0.34310576,Best Fit,TMDT,15,2,1
28057,7.0,16.0,16.0,22.0,17.0,24.0,0.21875,0.5,0.5,0.6875,0.53125,0.75,0.06917985,0.19534463,0.5102366,0.4344657,-0.26960444,0.6588689,0.6588689,0.5102366,0.14863229,Great Fit,KETOAN,22,2,3
22648,10.0,28.0,12.0,13.0,9.0,14.0,0.3125,0.875,0.375,0.40625,0.28125,0.4375,0.72130364,0.5453287,-0.18002906,-0.41549024,-0.20430923,0.20024359,0.72130364,0.5453287,0.17597494,Great Fit,CNTT,18,2,2
29182,8.0,22.0,4.0,26.0,7.0,13.0,0.25,0.6875,0.125,0.8125,0.21875,0.40625,0.24299945,0.26707613,-0.14321464,-0.29147905,-0.6575928,0.15117055,0.26707613,0.24299945,0.024076685,Good Fit,ATTT,21,2,4
899,7.0,19.0,20.0,19.0,13.0,24.0,0.21875,0.59375,0.625,0.59375,0.40625,0.75,0.32678992,0.26041096,0.2170311,0.13249557,0.09861978,0.5462716,0.5462716,0.32678992,0.21948172,Good Fit,KETOAN,26,2,3
24416,4.0,5.0,8.0,7.0,9.0,6.0,0.125,0.15625,0.25,0.21875,0.28125,0.1875,-0.667524,-0.5665775,0.6843111,0.37420976,0.19124922,0.031389985,0.6843111,0.37420976,0.31010133,Great Fit,MKT,16,1,1
21159,12.0,23.0,10.0,18.0,15.0,16.0,0.375,0.71875,0.3125,0.5625,0.46875,0.5,0.521061,0.5627698,0.14996941,-0.091123804,-0.7082328,0.40246063,0.5627698,0.521061,0.04170871,Good Fit,ATTT,19,2,2
17825,14.0,4.0,10.0,8.0,20.0,22.0,0.4375,0.125,0.3125,0.25,0.625,0.6875,-0.050350253,0.23104656,0.61021054,0.92773086,-0.107209176,0.5778775,0.92773086,0.61021054,0.3175203,Best Fit,TMDT,24,2,4
4496,6.0,11.0,0.0,6.0,9.0,6.0,0.1875,0.34375,0.0,0.1875,0.28125,0.1875,0.4138277,0.5894273,0.35556898,0.20066145,-0.8379151,0.40248296,0.5894273,0.4138277,0.17559963,Good Fit,ATTT,13,2,1
24657,2.0,0.0,14.0,12.0,14.0,16.0,0.0625,0.0,0.4375,0.375,0.4375,0.5,-0.43239006,-0.2808763,0.5799239,0.6184112,0.18865632,0.35942847,0.6184112,0.5799239,0.038487267,Great Fit,TMDT,20,2,3
9766,0.0,13.0,11.0,26.0,22.0,17.0,0.0,0.40625,0.34375,0.8125,0.6875,0.53125,-0.3237077,-0.12561117,0.65104353,0.37489632,-0.4604346,0.38294148,0.65104353,0.38294148,0.26810205,Great Fit,MKT,23,2,3
20287,22.0,23.0,21.0,26.0,30.0,30.0,0.6875,0.71875,0.65625,0.8125,0.9375,0.9375,-0.0069226194,0.34597948,0.8587453,0.9167935,-0.59625405,0.79536515,0.9167935,0.8587453,0.058048222,Best Fit,TMDT,23,1,2
23683,10.0,18.0,14.0,11.0,18.0,13.0,0.3125,0.5625,0.4375,0.34375,0.5625,0.40625,0.19275321,0.20063275,0.6301778,0.20466779,-0.098538525,0.31088856,0.6301778,0.31088856,0.3192892,Great Fit,MKT,21,2,4
5758,16.0,22.0,19.0,15.0,14.0,17.0,0.5,0.6875,0.59375,0.46875,0.4375,0.53125,0.67379874,0.36006564,-0.3829386,-0.54554534,0.32462373,-0.004033237,0.67379874,0.36006564,0.3137331,Great Fit,CNTT,14,1,1
11954,0.0,7.0,0.0,6.0,1.0,4.0,0.0,0.21875,0.0,0.1875,0.03125,0.125,0.46449837,0.47269347,0.012656612,-0.16476914,-0.61025095,0.38398933,0.47269347,0.46449837,0.008195103,Good Fit,ATTT,41,2,3
17713,6.0,19.0,17.0,18.0,25.0,16.0,0.1875,0.59375,0.53125,0.5625,0.78125,0.5,-0.22154188,-0.10404752,0.8112311,0.3656116,-0.21530165,0.34571153,0.8112311,0.3656116,0.4456195,Best Fit,MKT,17,2,1
494,22.0,21.0,6.0,22.0,11.0,11.0,0.6875,0.65625,0.1875,0.6875,0.34375,0.34375,0.18594067,0.20947428,-0.47972465,-0.44472772,-0.63084,-0.2339581,0.20947428,0.18594067,0.023533624,Good Fit,ATTT,23,1,3
27691,6.0,4.0,19.0,12.0,25.0,30.0,0.1875,0.125,0.59375,0.375,0.78125,0.9375,-0.13518636,0.061272096,0.73287135,0.8488503,0.10168306,0.62897843,0.8488503,0.73287135,0.115978986,Best Fit,TMDT,19,1,2
13257,2.0,5.0,1.0,12.0,10.0,20.0,0.0625,0.15625,0.03125,0.375,0.3125,0.625,0.22042182,0.49570322,0.5716016,0.7453141,-0.5579922,0.86090654,0.86090654,0.7453141,0.115592375,Best Fit,KETOAN,22,2,3
7402,4.0,15.0,28.0,16.0,6.0,2.0,0.125,0.46875,0.875,0.5,0.1875,0.0625,-0.31834036,-0.62267244,-0.33494872,-0.67728364,0.6484845,-0.57322824,0.6484845,-0.31834036,0.9668249,Great Fit,TTDPT,19,2,2
8911,9.0,2.0,8.0,21.0,18.0,16.0,0.28125,0.0625,0.25,0.65625,0.5625,0.5,-0.5607377,-0.25115162,0.4989404,0.58579373,-0.41400105,0.25853023,0.58579373,0.4989404,0.08685331,Good Fit,TMDT,37,2,4
16916,16.0,12.0,13.0,14.0,20.0,24.0,0.5,0.375,0.40625,0.4375,0.625,0.75,0.15656482,0.4532524,0.63069075,0.9554366,-0.28522447,0.77933383,0.9554366,0.77933383,0.17610274,Best Fit,TMDT,25,2,3
23652,3.0,24.0,4.0,24.0,9.0,10.0,0.09375,0.75,0.125,0.75,0.28125,0.3125,0.21250732,0.22276653,0.027194824,-0.27206713,-0.61776185,0.16745435,0.22276653,0.21250732,0.010259223,Good Fit,ATTT,16,2,1
17170,11.0,18.0,13.0,18.0,19.0,16.0,0.34375,0.5625,0.40625,0.5625,0.59375,0.5,-0.009147098,0.17909753,0.70698273,0.33941096,-0.65014744,0.48368773,0.70698273,0.48368773,0.22329499,Great Fit,MKT,17,2,2
